Respondent ID,Collector ID,Start Date,End Date,freq_use,role,training_instructor_led,training_web_based,training_read,no_training,training_effectiveness,explain_training_effectiveness,support_Gnet,support_inapplication,support_ref_doc,support_SOP,support_contacted,support_IT,explain_support,complete_without_help,explain_complete_without_help,easy_access_documents,explain_easy_access_documents,satisfaction,explain_satisfaction,Gvault_efficiency,explain_Gvault_efficiency,Gvault_improved,explain_Gvault_improved,functional_area,explain_functional_area,office_location,explain_office_location,job_level,explain_job_level,time_worked_Glead
11160153826,249459562,2019-11-20 08:39:27,2019-11-20 08:52:47,Daily,Owner / Author,Instructor Led,,,,Effective,It is useful to see the system on-line step by step. A training environment may be more useful to use the system by try and learn by doing.,,,"Reference Document (User Manual, Reference Guide, Training Material, etc)",,,,,Some of the time,,Yes,just write it on the search. The function to link the previous version of the PD to the new ones is useful or name search help me to find the PDs easily.,Satisfied,It is more user friendly compared to GDocs.,Increased,It is more user friendly compared to GDocs. I gain time with GVault. It is more effective.,Yes,absolutely yes. There is so much improvement including the way to update the PDs on GVault.,Research and Development (R&D),,Other (please specify),Turkey,Manager / Group Leader,,3-4 years
11157605568,249459562,2019-11-19 12:34:46,2019-11-19 12:59:23,At least once a week,Consumer - Read Only,,Web/Computer Based,Read & Understood of Procedural Document(s),,Effective,,GNet,In-Application (GVault),,SOPs and Work Instructions,,,,Most of the time,,Yes,,Satisfied,,Increased,,Yes,,Information Technology (IT),,Other (please specify),"Washington, D.C.",Other (please specify),Site Support Engineer,Less than a year
11157154782,249459562,2019-11-19 10:38:47,2019-11-19 10:43:48,Daily,Reviewer / Approver,,Web/Computer Based,Read & Understood of Procedural Document(s),,Effective,,,,,,Contacted my Document Control or Training Group,,,Most of the time,,Yes,but it can be better.  For example not need to go drop down menu when using legacy document #,Satisfied,,Increased,,Yes,,Pharmaceutical Development and Manufacturing (PDM),,Foster City,,Manager / Group Leader,,3-4 years
11156834247,249459562,2019-11-19 09:04:59,2019-11-19 09:07:59,Daily,Document Control Group Member,Instructor Led,Web/Computer Based,Read & Understood of Procedural Document(s),,Effective,,,,"Reference Document (User Manual, Reference Guide, Training Material, etc)",,Contacted my Document Control or Training Group,,Google/Veeva Product Support Portal,Most of the time,,Yes,,Satisfied,,Increased,,Yes,,Pharmaceutical Development and Manufacturing (PDM),,Foster City,,Individual Contributor,,Less than a year
11154582543,249459562,2019-11-18 15:44:03,2019-11-18 15:46:21,Daily,Owner / Author,Instructor Led,,Read & Understood of Procedural Document(s),,Not effective enough,,,,"Reference Document (User Manual, Reference Guide, Training Material, etc)",SOPs and Work Instructions,Contacted my Document Control or Training Group,,Job Aids,Some of the time,,Yes,,Satisfied,"Searching and sorting documents is much improved, but the revision process is more confusing and complicated.",Increased,,Yes,,Pharmaceutical Development and Manufacturing (PDM),,San Dimas/La Verne,,Individual Contributor,,>7 Years
11154346049,249459562,2019-11-18 14:09:42,2019-11-18 14:11:48,At least once a week,Consumer - Read Only,,,Read & Understood of Procedural Document(s),,Effective,,,In-Application (GVault),,SOPs and Work Instructions,,,,All the time,,Yes,,Satisfied,,No noticeable difference,,Yes,,Pharmaceutical Development and Manufacturing (PDM),,Foster City,,Individual Contributor,,1 to 2 years
11154085800,249459562,2019-11-18 12:45:12,2019-11-18 12:50:12,At least once a week,Reviewer / Approver,,Web/Computer Based,Read & Understood of Procedural Document(s),,Effective,,GNet,,"Reference Document (User Manual, Reference Guide, Training Material, etc)",,Contacted my Document Control or Training Group,,,Most of the time,,Yes,,Very Satisfied,,Increased,,Yes,,Information Technology (IT),,Foster City,,Individual Contributor,,5-7 years
11153908976,249459562,2019-11-18 11:45:07,2019-11-18 11:57:53,Daily,Owner / Author,Instructor Led,,,,Very effective,,,,,,Contacted my Document Control or Training Group,,,Most of the time,,Yes,"Sometimes I search by PD number and nothing comes up, which is frustrating because I know it's in GVault.",Satisfied,"I think the filtering could be better, I still end up with way too many results, including document types that are not relevant, when I search for things.",Increased,,Yes,I like that everything can be put into one place in GVault as compared to GDocs.,Research and Development (R&D),,Seattle,,Director,,>7 Years
11153727859,249459562,2019-11-18 11:02:18,2019-11-18 11:08:32,At least once a week,Reviewer / Approver,Instructor Led,Web/Computer Based,Read & Understood of Procedural Document(s),,Effective,,,,"Reference Document (User Manual, Reference Guide, Training Material, etc)",SOPs and Work Instructions,Contacted my Document Control or Training Group,,,Most of the time,,No,Search terms often bring up too many documents and it isn't easy to weed out the ones from other sites.,Satisfied,,Increased,,Yes,,Pharmaceutical Development and Manufacturing (PDM),,Foster City,,Manager / Group Leader,,>7 Years
11153541432,249459562,2019-11-18 10:11:12,2019-11-18 10:13:12,Daily,Owner / Author,,Web/Computer Based,,,Effective,,,In-Application (GVault),"Reference Document (User Manual, Reference Guide, Training Material, etc)",,Contacted my Document Control or Training Group,,,Most of the time,,Yes,,Satisfied,,No noticeable difference,,No,,Research and Development (R&D),,Foster City,,Manager / Group Leader,,5-7 years
11152958470,249459562,2019-11-18 07:10:43,2019-11-18 07:13:22,At least once a week,Consumer - Read Only,Instructor Led,,,,Effective,,,In-Application (GVault),,,,,,Most of the time,,Yes,,Satisfied,,No noticeable difference,,Yes,,Facilities and Operations,,Alberta,,Other (please specify),Mf. Tech I,3-4 years
11151506821,249459562,2019-11-17 16:17:50,2019-11-17 16:24:43,Less than once a month,Not Sure,,,,I did not take training,I did not take training,I'm admin.   No chance to use the site.,GNet,,,,,IT Support / SPARC,,Some of the time,,No,,Very Unsatisfied,,No noticeable difference,,No,,Research and Development (R&D),,Other (please specify),tokyo,Other (please specify),contractor,1 to 2 years
11148968196,249459562,2019-11-15 18:48:33,2019-11-15 18:51:00,At least once a week,Consumer - Read Only,,Web/Computer Based,Read & Understood of Procedural Document(s),,Effective,,GNet,,,,Contacted my Document Control or Training Group,,Thanks.,Most of the time,,Yes,,Satisfied,,Increased,,Yes,,Information Technology (IT),,Oceanside,,Manager / Group Leader,,3-4 years
11148534099,249459562,2019-11-15 13:45:56,2019-11-15 13:53:06,Less than once a month,Consumer - Read Only,,,,I did not take training,I did not take training,,,,,,,IT Support / SPARC,,Most of the time,,Yes,,Satisfied,,No noticeable difference,,Yes,,Pharmaceutical Development and Manufacturing (PDM),,Foster City,,Individual Contributor,,5-7 years
11148167077,249459562,2019-11-15 11:23:43,2019-11-15 11:25:14,At least once a week,Reviewer / Approver,Instructor Led,,,,Very effective,,,In-Application (GVault),,SOPs and Work Instructions,,,,Most of the time,,Yes,,Very Satisfied,,Increased,,Yes,,Pharmaceutical Development and Manufacturing (PDM),,Cork/Dublin,,Individual Contributor,,3-4 years
11147983198,249459562,2019-11-15 10:16:58,2019-11-15 10:21:59,Less than once a month,Consumer - Read Only,,,,I did not take training,I did not take training,,GNet,,,SOPs and Work Instructions,,,,Most of the time,,Yes,,Satisfied,,No noticeable difference,,Yes,,Information Technology (IT),,Foster City,,Other (please specify),Contractor,1 to 2 years
11147967058,249459562,2019-11-15 10:07:07,2019-11-15 10:15:41,Daily,Reviewer / Approver,Instructor Led,Web/Computer Based,Read & Understood of Procedural Document(s),,Not effective enough,"Because the launch of GVault was delayed after taking the training, some of the knowledge was lost when the system finally went live.",,,"Reference Document (User Manual, Reference Guide, Training Material, etc)",SOPs and Work Instructions,Contacted my Document Control or Training Group,,GVault web site,Most of the time,,No,"Still learning all the tricks.  It would be nice if ""Legacy Document Number"" was a button or filter you could select instead of having to type the whole thing.    It would be nice if the search could do an OR query.",Satisfied,"It would be nice if you could ""copy/paste"" from the document that is displayed in the GVault window instead of having to open the source document or a viewable rendition.",No noticeable difference,"Still on the learning curve with GVault and had three years to figure out all the ""hacks"" in GDocs.",Yes,Yes & No - being able to have access to view documents that are in revision is helpful.  Not being able to get a fillable Word form with the overlays on it is a disappointment.  Having to open other tabs or windows in order to see or search for more than one document isn't efficient.,Pharmaceutical Development and Manufacturing (PDM),,Foster City,,Individual Contributor,,3-4 years
11147384752,249459562,2019-11-15 07:12:19,2019-11-15 07:17:25,At least once a week,Reviewer / Approver,,Web/Computer Based,Read & Understood of Procedural Document(s),,Effective,,,In-Application (GVault),,SOPs and Work Instructions,,,,Most of the time,,Yes,,Satisfied,,Increased,,Yes,,Pharmaceutical Development and Manufacturing (PDM),,Foster City,,Individual Contributor,,1 to 2 years
11147316029,249459562,2019-11-15 06:42:21,2019-11-15 06:56:20,At least once a week,Owner / Author,Instructor Led,,Read & Understood of Procedural Document(s),,Not effective enough,"THE Reference Guide GSREF-0151 does not include all the steps, it is not very useful. The content of this document does not organized in the sequence from an user perspective of doing certain tasks, for example, how to create a new document, how to revise a doc, etc.",,,"Reference Document (User Manual, Reference Guide, Training Material, etc)",,Contacted my Document Control or Training Group,,,Some of the time,"Certain steps are not covered by the Reference Guide, I have to ask Doc Control person to help.",No,"can not save a grid list view, every time it goes back to default list view",Slightly Unsatisfied,"The filter functions are not easy to set up, there is no screen tips to explain what term or what menu means",No noticeable difference,"the Navigation of Gvault is a difficult, the work flow is slightly easier, but without a good reference guide, there are still hidden trips that slow down the work.",Yes,Work flow provides more power to authors,Pharmaceutical Development and Manufacturing (PDM),,Alberta,,Individual Contributor,,3-4 years
11147180012,249459562,2019-11-15 06:12:20,2019-11-15 06:13:46,Daily,Document Steward for a functional area,Instructor Led,Web/Computer Based,Read & Understood of Procedural Document(s),,Very effective,,,,"Reference Document (User Manual, Reference Guide, Training Material, etc)",SOPs and Work Instructions,Contacted my Document Control or Training Group,,,Most of the time,,Yes,,Very Satisfied,,Increased,,Yes,,Pharmaceutical Development and Manufacturing (PDM),,Cork/Dublin,,Individual Contributor,,1 to 2 years
11146866646,249459562,2019-11-15 04:04:34,2019-11-15 04:06:39,Daily,Consumer - Read Only,Instructor Led,Web/Computer Based,Read & Understood of Procedural Document(s),,Effective,,,,,SOPs and Work Instructions,Contacted my Document Control or Training Group,,,All the time,,Yes,,Slightly Unsatisfied,,Decreased,,No,,Other (please specify),QA,Cork/Dublin,,Manager / Group Leader,,1 to 2 years
11146528144,249459562,2019-11-15 00:54:50,2019-11-15 01:01:36,Daily,Consumer - Read Only,Instructor Led,,Read & Understood of Procedural Document(s),,Not effective enough,"The training did not explain that draft documents could be accessed, and therefore used & printed in error",,,,,Contacted my Document Control or Training Group,,,Some of the time,Additional explanation was required about the use of Library & Steady State to access effective documents,No,"Draft documents can be accessed, used & printed by users of GVault. These should only be available to authors & reviewers.",Slightly Unsatisfied,,Decreased,Draft documents are available for users to access in GVault. Searching for a document using a word (if you don't know the document number) is more difficult in GVault than GDocs.,No,,Other (please specify),QA,Cork/Dublin,,Individual Contributor,,1 to 2 years
11146369744,249459562,2019-11-14 23:06:35,2019-11-14 23:09:14,At least once a week,Consumer - Read Only,Instructor Led,Web/Computer Based,,,Effective,,GNet,In-Application (GVault),"Reference Document (User Manual, Reference Guide, Training Material, etc)",,,,,All the time,,No,The search functions doesn't seem to work properly when I looking for legacy documents.,Slightly Unsatisfied,,Decreased,,Yes,,Research and Development (R&D),,Cambridge,,Individual Contributor,,1 to 2 years
