Measure,Measure_type,Ethnicity,Ethnicity_type,Time,Time_Type,Region,Age,Age_Type,Sex,Value,Confidence_interval,Numerator,Denominator,Sample_size
Employed,Percentage of individuals employed,All,All,2006,year,North East,25-49,16-64,Women,74.4,1.4,326100,438400,3951
Employed,Percentage of individuals employed,All,All,2006,year,North West,25-49,16-64,Women,75,1,893800,1192300,7412
Employed,Percentage of individuals employed,All,All,2006,year,Scotland,25-49,16-64,Women,78.1,0.8,719600,921000,9267
Employed,Percentage of individuals employed,All,All,2006,year,South East,25-49,16-64,Women,77,1,1118100,1452000,7313
Employed,Percentage of individuals employed,All,All,2006,year,South West,25-49,16-64,Women,78.9,1.2,665100,842800,4342
Employed,Percentage of individuals employed,All,All,2006,year,Wales,25-49,16-64,Women,74.1,1.1,365100,492900,6504
Employed,Percentage of individuals employed,All,All,2006,year,West Midlands,25-49,16-64,Women,72.3,1.3,666700,922000,4527
Employed,Percentage of individuals employed,All,All,2006,year,Yorkshire and The Humber,25-49,16-64,Women,74.5,1.2,656800,881300,4819
Employed,Percentage of individuals employed,All,All,2006,year,All,50-64,16-64,All,65.1,0.4,6840800,10512600,67000
Employed,Percentage of individuals employed,All,All,2006,year,East Midlands,50-64,16-64,All,65.6,1.6,531700,811200,3533
Employed,Percentage of individuals employed,All,All,2006,year,East of England,50-64,16-64,All,68.1,1.4,704500,1034200,4271
Employed,Percentage of individuals employed,All,All,2006,year,London,50-64,16-64,All,64.6,1.4,681400,1054400,4338
Employed,Percentage of individuals employed,All,All,2006,year,North East,50-64,16-64,All,57.6,1.5,273500,474500,4316
Employed,Percentage of individuals employed,All,All,2006,year,North West,50-64,16-64,All,61,1.1,758200,1242700,8177
Employed,Percentage of individuals employed,All,All,2006,year,Scotland,50-64,16-64,All,63.7,0.9,607000,952300,11081
Employed,Percentage of individuals employed,All,All,2006,year,South East,50-64,16-64,All,70.5,1,1058700,1500900,7590
Employed,Percentage of individuals employed,All,All,2006,year,South West,50-64,16-64,All,67.3,1.3,663100,985600,5143
Employed,Percentage of individuals employed,All,All,2006,year,Wales,50-64,16-64,All,58.8,1.1,334900,569300,8219
Employed,Percentage of individuals employed,All,All,2006,year,West Midlands,50-64,16-64,All,66.2,1.3,642400,970700,5191
Employed,Percentage of individuals employed,All,All,2006,year,Yorkshire and The Humber,50-64,16-64,All,63.8,1.3,585300,916700,5141
Employed,Percentage of individuals employed,All,All,2006,year,All,50-64,16-64,Men,72.4,0.5,3750900,5180900,32151
Employed,Percentage of individuals employed,All,All,2006,year,East Midlands,50-64,16-64,Men,72.8,2.1,294200,403900,1704
Employed,Percentage of individuals employed,All,All,2006,year,East of England,50-64,16-64,Men,76.6,1.8,389900,509100,2095
Employed,Percentage of individuals employed,All,All,2006,year,London,50-64,16-64,Men,71.2,1.9,363900,511100,2087
Employed,Percentage of individuals employed,All,All,2006,year,North East,50-64,16-64,Men,64.2,2.1,150400,234400,2091
Employed,Percentage of individuals employed,All,All,2006,year,North West,50-64,16-64,Men,67.9,1.5,418900,616900,3884
Employed,Percentage of individuals employed,All,All,2006,year,Scotland,50-64,16-64,Men,71.4,1.2,331700,464900,5222
Employed,Percentage of individuals employed,All,All,2006,year,South East,50-64,16-64,Men,78.1,1.3,577800,740000,3706
Employed,Percentage of individuals employed,All,All,2006,year,South West,50-64,16-64,Men,75.2,1.7,363000,483000,2463
Employed,Percentage of individuals employed,All,All,2006,year,Wales,50-64,16-64,Men,64.4,1.5,180700,280700,3929
Employed,Percentage of individuals employed,All,All,2006,year,West Midlands,50-64,16-64,Men,74,1.7,356800,482300,2499
Employed,Percentage of individuals employed,All,All,2006,year,Yorkshire and The Humber,50-64,16-64,Men,71.2,1.8,323500,454600,2471
Employed,Percentage of individuals employed,All,All,2006,year,All,50-64,16-64,Women,58,0.5,3089900,5331700,34849
Employed,Percentage of individuals employed,All,All,2006,year,East Midlands,50-64,16-64,Women,58.3,2.3,237600,407300,1829
Employed,Percentage of individuals employed,All,All,2006,year,East of England,50-64,16-64,Women,59.9,2.1,314700,525100,2176
Employed,Percentage of individuals employed,All,All,2006,year,London,50-64,16-64,Women,58.4,2,317400,543400,2251
Employed,Percentage of individuals employed,All,All,2006,year,North East,50-64,16-64,Women,51.3,2.1,123200,240100,2225
Employed,Percentage of individuals employed,All,All,2006,year,North West,50-64,16-64,Women,54.2,1.5,339300,625900,4293
Employed,Percentage of individuals employed,All,All,2006,year,Scotland,50-64,16-64,Women,56.5,1.3,275300,487500,5859
Employed,Percentage of individuals employed,All,All,2006,year,South East,50-64,16-64,Women,63.2,1.5,480900,760900,3884
Employed,Percentage of individuals employed,All,All,2006,year,South West,50-64,16-64,Women,59.7,1.9,300100,502600,2680
Employed,Percentage of individuals employed,All,All,2006,year,Wales,50-64,16-64,Women,53.4,1.5,154100,288600,4290
Employed,Percentage of individuals employed,All,All,2006,year,West Midlands,50-64,16-64,Women,58.5,1.9,285600,488400,2692
Employed,Percentage of individuals employed,All,All,2006,year,Yorkshire and The Humber,50-64,16-64,Women,56.6,1.9,261700,462100,2670
Employed,Percentage of individuals employed,All,All,2006,year,All,All,16-64,All,72.6,0.2,27592800,38021600,216042
Employed,Percentage of individuals employed,All,All,2006,year,East Midlands,All,16-64,All,74.3,0.8,2087100,2807800,11519
Employed,Percentage of individuals employed,All,All,2006,year,East of England,All,16-64,All,75.3,0.7,2673700,3552700,14013
Employed,Percentage of individuals employed,All,All,2006,year,London,All,16-64,All,68.1,0.7,3528500,5183500,18431
Employed,Percentage of individuals employed,All,All,2006,year,North East,All,16-64,All,68.9,0.8,1128900,1639100,13928
Employed,Percentage of individuals employed,All,All,2006,year,North West,All,16-64,All,70.6,0.5,3126600,4427200,26462
Employed,Percentage of individuals employed,All,All,2006,year,Scotland,All,16-64,All,73.7,0.5,2456800,3331700,33013
Employed,Percentage of individuals employed,All,All,2006,year,South East,All,16-64,All,76.8,0.5,4040800,5262300,25350
Employed,Percentage of individuals employed,All,All,2006,year,South West,All,16-64,All,75.9,0.7,2427800,3200200,15511
Employed,Percentage of individuals employed,All,All,2006,year,Wales,All,16-64,All,69.2,0.6,1305500,1885500,24370
Employed,Percentage of individuals employed,All,All,2006,year,West Midlands,All,16-64,All,71.3,0.7,2449100,3436200,16395
Employed,Percentage of individuals employed,All,All,2006,year,Yorkshire and The Humber,All,16-64,All,71.9,0.7,2368000,3295400,17050
Employed,Percentage of individuals employed,All,All,2006,year,All,All,16-64,Men,78.7,0.3,14808200,18827600,102730
Employed,Percentage of individuals employed,All,All,2006,year,East Midlands,All,16-64,Men,80.1,1.1,1119100,1397400,5513
Employed,Percentage of individuals employed,All,All,2006,year,East of England,All,16-64,Men,82.5,0.9,1453200,1761700,6770
Employed,Percentage of individuals employed,All,All,2006,year,London,All,16-64,Men,75.4,0.9,1939200,2572100,8700
Employed,Percentage of individuals employed,All,All,2006,year,North East,All,16-64,Men,73.8,1.1,596300,807700,6547
Employed,Percentage of individuals employed,All,All,2006,year,North West,All,16-64,Men,75.7,0.8,1659500,2193100,12530
Employed,Percentage of individuals employed,All,All,2006,year,Scotland,All,16-64,Men,78.4,0.6,1275300,1625800,15478
Employed,Percentage of individuals employed,All,All,2006,year,South East,All,16-64,Men,83.3,0.7,2169600,2604400,12261
Employed,Percentage of individuals employed,All,All,2006,year,South West,All,16-64,Men,81.5,0.9,1291600,1584000,7355
Employed,Percentage of individuals employed,All,All,2006,year,Wales,All,16-64,Men,74.5,0.8,693900,931800,11614
Employed,Percentage of individuals employed,All,All,2006,year,West Midlands,All,16-64,Men,78,0.9,1335700,1712700,7825
Employed,Percentage of individuals employed,All,All,2006,year,Yorkshire and The Humber,All,16-64,Men,77.9,0.9,1274800,1636900,8137
Employed,Percentage of individuals employed,All,All,2006,year,All,All,16-64,Women,66.6,0.3,12784500,19194000,113312
Employed,Percentage of individuals employed,All,All,2006,year,East Midlands,All,16-64,Women,68.6,1.2,968000,1410400,6006
Employed,Percentage of individuals employed,All,All,2006,year,East of England,All,16-64,Women,68.1,1.1,1220600,1791000,7243
Employed,Percentage of individuals employed,All,All,2006,year,London,All,16-64,Women,60.9,1,1589200,2611400,9731
Employed,Percentage of individuals employed,All,All,2006,year,North East,All,16-64,Women,64.1,1.1,532700,831400,7381
Employed,Percentage of individuals employed,All,All,2006,year,North West,All,16-64,Women,65.7,0.8,1467100,2234100,13932
Employed,Percentage of individuals employed,All,All,2006,year,Scotland,All,16-64,Women,69.3,0.7,1181500,1705900,17535
Employed,Percentage of individuals employed,All,All,2006,year,South East,All,16-64,Women,70.4,0.8,1871100,2657800,13089
Employed,Percentage of individuals employed,All,All,2006,year,South West,All,16-64,Women,70.3,1,1136100,1616200,8156
Employed,Percentage of individuals employed,All,All,2006,year,Wales,All,16-64,Women,64.1,0.8,611600,953800,12756
Employed,Percentage of individuals employed,All,All,2006,year,West Midlands,All,16-64,Women,64.6,1,1113400,1723600,8570
Employed,Percentage of individuals employed,All,All,2006,year,Yorkshire and The Humber,All,16-64,Women,65.9,1,1093200,1658500,8913
Employed,Percentage of individuals employed,Asian,ONS 2011 5+1,2006,year,All,16-24,16-64,All,38.7,3.3,190400,491500,2057
Employed,Percentage of individuals employed,Asian,ONS 2011 5+1,2006,year,East Midlands,16-24,16-64,All,40.5,11.2,15500,38300,184
Employed,Percentage of individuals employed,Asian,ONS 2011 5+1,2006,year,East of England,16-24,16-64,All,40.3,13.7,10100,24900,123
Employed,Percentage of individuals employed,Asian,ONS 2011 5+1,2006,year,London,16-24,16-64,All,38.8,6.6,65400,168400,523
Employed,Percentage of individuals employed,Asian,ONS 2011 5+1,2006,year,North East,16-24,16-64,All,?,?,?,?,?
Employed,Percentage of individuals employed,Asian,ONS 2011 5+1,2006,year,North West,16-24,16-64,All,44.2,9,24000,54400,289
Employed,Percentage of individuals employed,Asian,ONS 2011 5+1,2006,year,Scotland,16-24,16-64,All,?,?,?,?,?
Employed,Percentage of individuals employed,Asian,ONS 2011 5+1,2006,year,South East,16-24,16-64,All,46.7,10.5,16900,36300,218
Employed,Percentage of individuals employed,Asian,ONS 2011 5+1,2006,year,South West,16-24,16-64,All,?,?,?,?,?
Employed,Percentage of individuals employed,Asian,ONS 2011 5+1,2006,year,Wales,16-24,16-64,All,?,?,?,?,?
Employed,Percentage of individuals employed,Asian,ONS 2011 5+1,2006,year,West Midlands,16-24,16-64,All,31.3,8.2,25300,80900,308
Employed,Percentage of individuals employed,Asian,ONS 2011 5+1,2006,year,Yorkshire and The Humber,16-24,16-64,All,36.5,11.9,16200,44400,158
Employed,Percentage of individuals employed,Asian,ONS 2011 5+1,2006,year,All,16-24,16-64,Men,43.1,4.8,106000,246000,1010
Employed,Percentage of individuals employed,Asian,ONS 2011 5+1,2006,year,East Midlands,16-24,16-64,Men,?,?,?,?,?
Employed,Percentage of individuals employed,Asian,ONS 2011 5+1,2006,year,East of England,16-24,16-64,Men,?,?,?,?,?
Employed,Percentage of individuals employed,Asian,ONS 2011 5+1,2006,year,London,16-24,16-64,Men,41.7,9.4,35900,86200,264
Employed,Percentage of individuals employed,Asian,ONS 2011 5+1,2006,year,North East,16-24,16-64,Men,?,?,?,?,?
Employed,Percentage of individuals employed,Asian,ONS 2011 5+1,2006,year,North West,16-24,16-64,Men,46.1,13.2,12300,26700,136
Employed,Percentage of individuals employed,Asian,ONS 2011 5+1,2006,year,Scotland,16-24,16-64,Men,?,?,?,?,?
Employed,Percentage of individuals employed,Asian,ONS 2011 5+1,2006,year,South East,16-24,16-64,Men,42.9,14,8300,19300,120
Employed,Percentage of individuals employed,Asian,ONS 2011 5+1,2006,year,South West,16-24,16-64,Men,?,?,?,?,?
Employed,Percentage of individuals employed,Asian,ONS 2011 5+1,2006,year,Wales,16-24,16-64,Men,?,?,?,?,?
Employed,Percentage of individuals employed,Asian,ONS 2011 5+1,2006,year,West Midlands,16-24,16-64,Men,40.8,12.7,16300,40000,143
Employed,Percentage of individuals employed,Asian,ONS 2011 5+1,2006,year,Yorkshire and The Humber,16-24,16-64,Men,?,?,?,?,?
Employed,Percentage of individuals employed,Asian,ONS 2011 5+1,2006,year,All,16-24,16-64,Women,34.4,4.5,84400,245500,1047
Employed,Percentage of individuals employed,Asian,ONS 2011 5+1,2006,year,East Midlands,16-24,16-64,Women,?,?,?,?,?
Employed,Percentage of individuals employed,Asian,ONS 2011 5+1,2006,year,East of England,16-24,16-64,Women,?,?,?,?,?
Employed,Percentage of individuals employed,Asian,ONS 2011 5+1,2006,year,London,16-24,16-64,Women,35.9,9.2,29500,82200,259
Employed,Percentage of individuals employed,Asian,ONS 2011 5+1,2006,year,North East,16-24,16-64,Women,?,?,?,?,?
Employed,Percentage of individuals employed,Asian,ONS 2011 5+1,2006,year,North West,16-24,16-64,Women,42.3,12.4,11700,27600,153
Employed,Percentage of individuals employed,Asian,ONS 2011 5+1,2006,year,Scotland,16-24,16-64,Women,?,?,?,?,?
Employed,Percentage of individuals employed,Asian,ONS 2011 5+1,2006,year,South East,16-24,16-64,Women,?,?,?,?,?
Employed,Percentage of individuals employed,Asian,ONS 2011 5+1,2006,year,South West,16-24,16-64,Women,?,?,?,?,?
Employed,Percentage of individuals employed,Asian,ONS 2011 5+1,2006,year,Wales,16-24,16-64,Women,?,?,?,?,?
Employed,Percentage of individuals employed,Asian,ONS 2011 5+1,2006,year,West Midlands,16-24,16-64,Women,22,10,9000,40900,165
Employed,Percentage of individuals employed,Asian,ONS 2011 5+1,2006,year,Yorkshire and The Humber,16-24,16-64,Women,?,?,?,?,?
Employed,Percentage of individuals employed,Asian,ONS 2011 5+1,2006,year,All,25-49,16-64,All,67,1.9,852900,1273800,6033
Employed,Percentage of individuals employed,Asian,ONS 2011 5+1,2006,year,East Midlands,25-49,16-64,All,67.6,6.7,52100,77000,470
Employed,Percentage of individuals employed,Asian,ONS 2011 5+1,2006,year,East of England,25-49,16-64,All,67.3,7.3,53600,79700,393
Employed,Percentage of individuals employed,Asian,ONS 2011 5+1,2006,year,London,25-49,16-64,All,66.7,3.7,319500,478900,1598
Employed,Percentage of individuals employed,Asian,ONS 2011 5+1,2006,year,North East,25-49,16-64,All,65.6,11.1,12900,19700,175
Employed,Percentage of individuals employed,Asian,ONS 2011 5+1,2006,year,North West,25-49,16-64,All,61.9,5.3,78000,126100,797
Employed,Percentage of individuals employed,Asian,ONS 2011 5+1,2006,year,Scotland,25-49,16-64,All,72.4,8.9,25800,35600,242
Employed,Percentage of individuals employed,Asian,ONS 2011 5+1,2006,year,South East,25-49,16-64,All,79.1,4.6,91100,115100,751
Employed,Percentage of individuals employed,Asian,ONS 2011 5+1,2006,year,South West,25-49,16-64,All,81.3,9.4,24000,29500,166
Employed,Percentage of individuals employed,Asian,ONS 2011 5+1,2006,year,Wales,25-49,16-64,All,66.2,11.6,10100,15300,160
Employed,Percentage of individuals employed,Asian,ONS 2011 5+1,2006,year,West Midlands,25-49,16-64,All,64.6,5.1,124700,192900,840
